,time,lat,lon,rh_anoms
367572,2017-05-16T24:00:00Z,37.5,-107.5,3.1996095
367573,2017-05-16T24:00:00Z,37.5,-102.5,4.2653227
367574,2017-05-16T24:00:00Z,37.5,-97.5,-2.042899
367575,2017-05-16T24:00:00Z,37.5,-92.5,-1.8058071
367576,2017-05-16T24:00:00Z,37.5,-87.5,-0.22550562
367577,2017-05-16T24:00:00Z,37.5,-82.5,0.20742688
367578,2017-05-16T24:00:00Z,37.5,-77.5,1.9133825
367579,2017-05-16T24:00:00Z,37.5,-72.5,-0.06806549
367580,2017-05-16T24:00:00Z,37.5,-32.5,-0.702
367581,2017-05-16T24:00:00Z,37.5,-27.5,2.406819
367582,2017-05-16T24:00:00Z,37.5,-7.5,-1.2517983
367583,2017-05-16T24:00:00Z,37.5,-2.5,-3.186237
367584,2017-05-16T24:00:00Z,37.5,2.5,-6.403178
367585,2017-05-16T24:00:00Z,37.5,7.5,-6.3438487
367586,2017-05-16T24:00:00Z,37.5,12.5,-2.553957
367587,2017-05-16T24:00:00Z,37.5,17.5,-3.4040227
367588,2017-05-16T24:00:00Z,37.5,22.5,-2.0727243
367589,2017-05-16T24:00:00Z,37.5,27.5,0.3841719
367590,2017-05-16T24:00:00Z,37.5,32.5,1.8329926
367591,2017-05-16T24:00:00Z,37.5,37.5,0.68683684
367592,2017-05-16T24:00:00Z,37.5,42.5,-0.5620034
367593,2017-05-16T24:00:00Z,37.5,47.5,-5.9600806
367594,2017-05-16T24:00:00Z,37.5,52.5,-1.3743155
367595,2017-05-16T24:00:00Z,37.5,57.5,-5.2923784
367596,2017-05-16T24:00:00Z,37.5,62.5,-1.9426273
367597,2017-05-16T24:00:00Z,37.5,67.5,-4.0685945
367598,2017-05-16T24:00:00Z,37.5,72.5,-4.8229165
367599,2017-05-16T24:00:00Z,37.5,77.5,-9.160733
367600,2017-05-16T24:00:00Z,37.5,87.5,-1.0703334
367601,2017-05-16T24:00:00Z,37.5,92.5,-4.972833
367602,2017-05-16T24:00:00Z,37.5,97.5,-6.2510004
367603,2017-05-16T24:00:00Z,37.5,102.5,-1.5882221
367604,2017-05-16T24:00:00Z,37.5,107.5,-5.9212117
367605,2017-05-16T24:00:00Z,37.5,112.5,-7.71748
367606,2017-05-16T24:00:00Z,37.5,117.5,-5.672665
367607,2017-05-16T24:00:00Z,37.5,122.5,-4.333131
367608,2017-05-16T24:00:00Z,37.5,127.5,-6.0760436
367609,2017-05-16T24:00:00Z,37.5,132.5,-3.9835155
367610,2017-05-16T24:00:00Z,37.5,137.5,-0.7059278
367611,2017-05-16T24:00:00Z,37.5,142.5,0.18133067
367612,2017-05-16T24:00:00Z,42.5,-122.5,-1.9690441
367613,2017-05-16T24:00:00Z,42.5,-117.5,-0.28471166
367614,2017-05-16T24:00:00Z,42.5,-112.5,1.091316
367615,2017-05-16T24:00:00Z,42.5,-107.5,1.2761027
367616,2017-05-16T24:00:00Z,42.5,-102.5,-0.16581771
367617,2017-05-16T24:00:00Z,42.5,-97.5,-2.8310964
367618,2017-05-16T24:00:00Z,42.5,-92.5,-0.34923184
367619,2017-05-16T24:00:00Z,42.5,-87.5,0.52516794
367620,2017-05-16T24:00:00Z,42.5,-82.5,-0.15139778
367621,2017-05-16T24:00:00Z,42.5,-77.5,3.3684778
367622,2017-05-16T24:00:00Z,42.5,-72.5,3.3856835
367623,2017-05-16T24:00:00Z,42.5,-67.5,3.2868357
367624,2017-05-16T24:00:00Z,42.5,-62.5,3.5337377
367625,2017-05-16T24:00:00Z,42.5,-7.5,0.75972974
367626,2017-05-16T24:00:00Z,42.5,-2.5,-4.014833
367627,2017-05-16T24:00:00Z,42.5,2.5,-1.6301619
367628,2017-05-16T24:00:00Z,42.5,7.5,-3.2928731
367629,2017-05-16T24:00:00Z,42.5,12.5,-3.799384
367630,2017-05-16T24:00:00Z,42.5,17.5,-1.4727454
367631,2017-05-16T24:00:00Z,42.5,22.5,2.8762536
367632,2017-05-16T24:00:00Z,42.5,27.5,0.24211645
367633,2017-05-16T24:00:00Z,42.5,32.5,0.28564104
